title,price,area,bath,room,tipo,city
"Detached House in Los Angeles, Los Angeles County",19898800,1044.0,10.0,7.0,Detached House,Los Angeles
"Detached House in Beverly Hills, Los Angeles County",18509600,1114.0,9.0,7.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",17122200,438.0,6.0,4.0,Detached House,Los Angeles
"Detached House in Beverly Hills, Los Angeles County",17117600,1240.0,9.0,10.0,Detached House,Los Angeles
"Detached House in Beverly Hills, Los Angeles County",16654900,1056.0,11.0,7.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",16289300,371.0,6.0,4.0,Detached House,Los Angeles
"Luxury home in Los Angeles, Los Angeles County",14803800,898.0,8.0,6.0,Luxury home,Los Angeles
"Detached House in Pacific Palisades, Los Angeles County",14808400,857.0,8.0,5.0,Detached House,Los Angeles
"Detached House in Palos Verdes Estates, Los Angeles County",13882900,634.0,8.0,5.0,Detached House,Los Angeles
"Detached House in Palos Verdes Estates, Los Angeles County",12957400,448.0,6.0,7.0,Detached House,Los Angeles
"Luxury home in Beverly Hills, Los Angeles County",12957400,1301.0,8.0,6.0,Luxury home,Los Angeles
"Detached House in Manhattan Beach, Los Angeles County",12956400,792.0,10.0,6.0,Detached House,Los Angeles
"Detached House in West Los Angeles, Los Angeles County",12031800,531.0,8.0,6.0,Detached House,Los Angeles
"Detached House in Studio City, Los Angeles County",12027200,938.0,9.0,6.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",12013300,537.0,4.0,4.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",11800500,724.0,8.0,6.0,Detached House,Los Angeles
"Detached House in West Los Angeles, Los Angeles County",11567200,773.0,7.0,5.0,Detached House,Los Angeles
"Detached House in Hermosa Beach, Los Angeles County",11545900,409.0,6.0,5.0,Detached House,Los Angeles
"Luxury home in Los Angeles, Los Angeles County",11105400,551.0,4.0,3.0,Luxury home,Los Angeles
"Detached House in Los Angeles, Los Angeles County",11101700,425.0,4.0,3.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",11013800,345.0,5.0,5.0,Detached House,Los Angeles
"Detached House in Palos Verdes Estates, Los Angeles County",11013800,1077.0,12.0,8.0,Detached House,Los Angeles
"Detached House in Manhattan Beach, Los Angeles County",10638900,606.0,9.0,6.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",10412200,148.0,3.0,2.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",10180800,622.0,6.0,6.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",10176200,510.0,5.0,5.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",9787400,281.0,6.0,5.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",9718000,370.0,4.0,4.0,Detached House,Los Angeles
"Detached House in Manhattan Beach, Los Angeles County",9250600,397.0,5.0,3.0,Detached House,Los Angeles
"Duplex in Manhattan Beach, Los Angeles County",9232100,426.0,7.0,6.0,Duplex,Los Angeles
"Detached House in Santa Monica, Los Angeles County",8792500,437.0,5.0,4.0,Detached House,Los Angeles
"Detached House in Beverly Hills, Los Angeles County",8792500,870.0,7.0,5.0,Detached House,Los Angeles
"Detached House in Hidden Hills, Los Angeles County",8792500,694.0,9.0,6.0,Detached House,Los Angeles
"Luxury home in Beverly Hills, Los Angeles County",8787900,545.0,6.0,5.0,Luxury home,Los Angeles
"Luxury home in Diamond Bar, Los Angeles County",8311200,1245.0,10.0,8.0,Luxury home,Los Angeles
"Detached House in Beverly Hills, Los Angeles County",8329700,594.0,6.0,4.0,Detached House,Los Angeles
"Penthouse in Hollywood, Los Angeles County",8329700,472.0,5.0,3.0,Penthouse,Los Angeles
"Mansion in Beverly Hills, Los Angeles County",8328800,520.0,7.0,5.0,Mansion,Los Angeles
"Luxury home in Beverly Hills, Los Angeles County",8327900,595.0,6.0,6.0,Luxury home,Los Angeles
"Rural or Farmhouse in Los Angeles, Los Angeles County",8283500,879.0,8.0,6.0,Rural or Farmhouse,Los Angeles
"Rural or Farmhouse in Beverly Hills, Los Angeles County",8283500,650.0,7.0,7.0,Rural or Farmhouse,Los Angeles
"Rural or Farmhouse in Beverly Hills, Los Angeles County",8047500,962.0,11.0,8.0,Rural or Farmhouse,Los Angeles
"Detached House in Calabasas, Los Angeles County",7867000,408.0,4.0,4.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",7867000,520.0,8.0,5.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",7862300,512.0,6.0,6.0,Detached House,Los Angeles
"Detached House in Malibu, Los Angeles County",7862300,303.0,3.0,4.0,Detached House,Los Angeles
"Luxury home in Manhattan Beach, Los Angeles County",7769800,554.0,5.0,6.0,Luxury home,Los Angeles
"Detached House in Los Angeles, Los Angeles County",7773500,665.0,8.0,6.0,Detached House,Los Angeles
"Detached House in Manhattan Beach, Los Angeles County",7769800,554.0,7.0,6.0,Detached House,Los Angeles
"Rural or Farmhouse in Los Angeles, Los Angeles County",7769800,836.0,7.0,5.0,Rural or Farmhouse,Los Angeles
"Detached House in West Los Angeles, Los Angeles County",7584700,401.0,6.0,4.0,Detached House,Los Angeles
"Rural or Farmhouse in Malibu, Los Angeles County",7404200,317.0,3.0,3.0,Rural or Farmhouse,Los Angeles
"Detached House in Palos Verdes Estates, Los Angeles County",7403300,525.0,4.0,4.0,Detached House,Los Angeles
"Rural or Farmhouse in Los Angeles, Los Angeles County",7242200,483.0,4.0,3.0,Rural or Farmhouse,Los Angeles
"Detached House in Los Angeles, Los Angeles County",7121900,517.0,7.0,4.0,Detached House,Los Angeles
"Detached House in West Los Angeles, Los Angeles County",6941500,408.0,6.0,4.0,Detached House,Los Angeles
"Detached House in Los Angeles, Los Angeles County",6939600,562.0,5.0,5.0,Detached House,Los Angeles
"Rural or Farmhouse in Santa Monica, Los Angeles County",6755400,703.0,8.0,5.0,Rural or Farmhouse,Los Angeles
"Luxury home in Bel Air, Los Angeles County",6751700,578.0,5.0,7.0,Luxury home,Los Angeles
"Detached House in Rolling Hills, Los Angeles County",6710100,464.0,6.0,5.0,Detached House,Los Angeles
"Residential complexes in Tokyo, Tokyo Prefecture",10728900,214.0,4.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",7376100,183.0,1.0,3.0,Residential complexes,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",7040800,403.0,4.0,3.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",6692100,191.0,2.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",5565600,168.0,1.0,1.0,Residential complexes,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",5029200,451.0,2.0,3.0,Detached House,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",4680500,225.0,1.0,3.0,Detached House,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",4345200,542.0,3.0,8.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",4211100,162.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",4023300,111.0,2.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",4023300,110.0,1.0,3.0,Residential complexes,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",3889200,781.0,1.0,8.0,Detached House,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",3889200,408.0,2.0,4.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",3855700,126.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",3520400,98.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",3352800,240.0,2.0,1.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",3319200,117.0,1.0,3.0,Residential complexes,Tokyo
"Detached House in Setagaya, Tokyo Prefecture",3218700,312.0,3.0,13.0,Detached House,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",3017500,264.0,1.0,5.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2883400,166.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2836400,141.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2816300,103.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2749300,120.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2682200,165.0,1.0,1.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2668800,88.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2648700,155.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2548100,194.0,2.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2534700,106.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2467600,247.0,2.0,5.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2279900,112.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2266500,140.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2212800,202.0,4.0,4.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",2132400,126.0,1.0,2.0,Residential complexes,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",2112200,166.0,1.0,4.0,Detached House,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",2011700,163.0,2.0,3.0,Detached House,Tokyo
"Detached House in Setagaya, Tokyo Prefecture",2005000,456.0,2.0,5.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1944600,121.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1911100,75.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1720000,75.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1609300,67.0,1.0,2.0,Residential complexes,Tokyo
"Detached House in Tokyo, Tokyo Prefecture",1542300,171.0,1.0,2.0,Detached House,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1528900,123.0,2.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1441700,71.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1367900,72.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1367900,81.0,1.0,1.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1327700,85.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1327700,105.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1213700,71.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1193600,69.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",1200300,87.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",99910,74.0,1.0,4.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",95890,59.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",93740,75.0,1.0,3.0,Residential complexes,Tokyo
"Residential complexes in Setagaya, Tokyo Prefecture",90520,132.0,1.0,2.0,Residential complexes,Tokyo
"Residential complexes in Tokyo, Tokyo Prefecture",87170,85.0,1.0,2.0,Residential complexes,Tokyo
